postcode.prefix	county
GU33	"West Sussex"
GU34	"Hampshire"
GU35	"Hampshire"
GU4	"Surrey"
GU46	"Berkshire"
GU46	"Hampshire"
GU46	"Surrey"
GU47	"Berkshire"
GU47	"Surrey"
GU5	"Surrey"
GU51	"Hampshire"
GU52	"Hampshire"
GU6	"Surrey"
GU7	"Surrey"
GU8	"Surrey"
GU8	"West Sussex"
GU9	"Surrey"
GU95	"Surrey"
HA0	"Greater London"
HA1	"Greater London"
HA2	"Greater London"
HA3	"Greater London"
HA4	"Greater London"
HA5	"Greater London"
HA5	"Hertfordshire"
HA6	"Greater London"
HA6	"Hertfordshire"
HA7	"Greater London"
HA7	"Hertfordshire"
HA8	"Greater London"
HA9	"Greater London"
HD1	"West Yorkshire"
HD2	"West Yorkshire"
HD3	"West Yorkshire"
HD4	"West Yorkshire"
HD5	"West Yorkshire"
HD6	"West Yorkshire"
HD7	"South Yorkshire"
HD7	"West Yorkshire"
HD8	"South Yorkshire"
HD8	"West Yorkshire"
HD9	"South Yorkshire"
HD9	"West Yorkshire"
HG1	"North Yorkshire"
HG2	"North Yorkshire"
HG3	"North Yorkshire"
HG4	"North Yorkshire"
HG5	"North Yorkshire"
HP1	"Hertfordshire"
HP10	"Buckinghamshire"
HP11	"Buckinghamshire"
HP12	"Buckinghamshire"
HP13	"Buckinghamshire"
HP14	"Buckinghamshire"
HP14	"Oxfordshire"
HP15	"Buckinghamshire"
HP16	"Buckinghamshire"
HP17	"Buckinghamshire"
HP18	"Buckinghamshire"
HP18	"Oxfordshire"
HP19	"Buckinghamshire"
HP2	"Hertfordshire"
HP20	"Buckinghamshire"
HP21	"Buckinghamshire"
HP22	"Buckinghamshire"
HP23	"Bedfordshire"
HP23	"Buckinghamshire"
HP23	"Hertfordshire"
HP27	"Buckinghamshire"
HP3	"Hertfordshire"
HP4	"Bedfordshire"
HP4	"Buckinghamshire"
HP4	"Hertfordshire"
HP5	"Buckinghamshire"
HP5	"Hertfordshire"
HP6	"Buckinghamshire"
HP7	"Buckinghamshire"
HP8	"Buckinghamshire"
HP8	"Hertfordshire"
HP9	"Buckinghamshire"
HR1	"Herefordshire"
HR2	"Herefordshire"
HR3	"Herefordshire"
HR4	"Herefordshire"
HR5	"Herefordshire"
HR6	"Herefordshire"
HR7	"Herefordshire"
HR7	"Worcestershire"
HR8	"Gloucestershire"
HR8	"Herefordshire"
HR8	"Worcestershire"
HR9	"Gloucestershire"
HR9	"Herefordshire"
HU1	"East Riding of Yorkshire"
HU10	"East Riding of Yorkshire"
HU11	"East Riding of Yorkshire"
HU12	"East Riding of Yorkshire"
HU13	"East Riding of Yorkshire"
HU14	"East Riding of Yorkshire"
HU15	"East Riding of Yorkshire"
HU16	"East Riding of Yorkshire"
HU17	"East Riding of Yorkshire"
HU18	"East Riding of Yorkshire"
HU19	"East Riding of Yorkshire"
HU2	"East Riding of Yorkshire"
HU20	"East Riding of Yorkshire"
HU3	"East Riding of Yorkshire"
HU4	"East Riding of Yorkshire"
HU5	"East Riding of Yorkshire"
HU6	"East Riding of Yorkshire"
HU7	"East Riding of Yorkshire"
HU8	"East Riding of Yorkshire"
HU9	"East Riding of Yorkshire"
HX1	"West Yorkshire"
HX2	"West Yorkshire"
HX3	"West Yorkshire"
HX4	"West Yorkshire"
HX5	"West Yorkshire"
HX6	"West Yorkshire"
HX7	"West Yorkshire"
IG1	"Greater London"
IG10	"Essex"
IG11	"Greater London"
IG2	"Greater London"
IG3	"Greater London"
IG4	"Essex"
IG4	"Greater London"
IG5	"Greater London"
IG6	"Greater London"
IG7	"Essex"
IG7	"Greater London"
IG8	"Essex"
IG8	"Greater London"
IG9	"Essex"
IG9	"Greater London"
IP1	"Suffolk"
IP10	"Suffolk"
IP11	"Suffolk"
IP12	"Suffolk"
IP13	"Suffolk"
IP14	"Suffolk"
IP15	"Suffolk"
IP16	"Suffolk"
IP17	"Suffolk"
IP18	"Suffolk"
IP19	"Suffolk"
IP2	"Suffolk"
IP20	"Norfolk"
IP20	"Suffolk"
IP21	"Norfolk"
IP21	"Suffolk"
IP22	"Norfolk"
IP22	"Suffolk"
IP23	"Norfolk"
IP23	"Suffolk"
IP24	"Norfolk"
IP24	"Suffolk"
IP25	"Norfolk"
IP26	"Norfolk"
IP26	"Suffolk"
IP27	"Norfolk"
IP27	"Suffolk"
IP28	"Cambridgeshire"
IP28	"Suffolk"
IP29	"Suffolk"
IP3	"Suffolk"
IP30	"Suffolk"
IP31	"Suffolk"
IP32	"Suffolk"
IP33	"Suffolk"
IP4	"Suffolk"
IP5	"Suffolk"
IP6	"Suffolk"
IP7	"Suffolk"
IP8	"Suffolk"
IP9	"Suffolk"
IP98	"Norfolk"
KT1	"Greater London"
KT10	"Surrey"
KT11	"Surrey"
KT12	"Surrey"
KT13	"Surrey"
KT14	"Surrey"
KT15	"Surrey"
KT16	"Surrey"
KT17	"Greater London"
KT17	"Surrey"
KT18	"Greater London"
KT18	"Surrey"
KT19	"Greater London"
KT19	"Surrey"
KT2	"Greater London"
KT2	"Surrey"
KT20	"Surrey"
KT21	"Surrey"
KT22	"Greater London"
KT22	"Surrey"
KT23	"Surrey"
KT24	"Surrey"
KT3	"Greater London"
KT4	"Greater London"
KT4	"Surrey"
KT5	"Greater London"
KT6	"Greater London"
KT6	"Surrey"
KT7	"Greater London"
KT7	"Surrey"
KT8	"Greater London"
KT8	"Surrey"
KT9	"Greater London"
KT9	"Surrey"
L1	"Merseyside"
L10	"Merseyside"
L11	"Merseyside"
L12	"Merseyside"
L13	"Merseyside"
L14	"Merseyside"
L15	"Merseyside"
L16	"Merseyside"
L17	"Merseyside"
L18	"Merseyside"
L19	"Merseyside"
L2	"Merseyside"
L20	"Merseyside"
L21	"Merseyside"
L22	"Merseyside"
L23	"Merseyside"
L24	"Cheshire"
L24	"Merseyside"
L25	"Merseyside"
L26	"Merseyside"
L27	"Merseyside"
L28	"Merseyside"
L29	"Merseyside"
L3	"Merseyside"
L30	"Merseyside"
L31	"Lancashire"
L31	"Merseyside"
L32	"Merseyside"
L33	"Lancashire"
L33	"Merseyside"
L34	"Merseyside"
L35	"Cheshire"
L35	"Merseyside"
L36	"Merseyside"
L37	"Lancashire"
L37	"Merseyside"
L38	"Merseyside"
L39	"Lancashire"
L4	"Merseyside"
L40	"Lancashire"
L41	"Merseyside"
L42	"Merseyside"
L43	"Merseyside"
L44	"Merseyside"
L45	"Merseyside"
L46	"Merseyside"
L47	"Merseyside"
L48	"Merseyside"
L49	"Merseyside"
L5	"Merseyside"
L6	"Merseyside"
L60	"Merseyside"
L61	"Merseyside"
L62	"Cheshire"
L62	"Merseyside"
L63	"Cheshire"
L63	"Merseyside"
L64	"Cheshire"
L64	"Merseyside"
L65	"Cheshire"
L65	"Merseyside"
L66	"Cheshire"
L67	"Merseyside"
L68	"Merseyside"
L69	"Merseyside"
L7	"Merseyside"
L70	"Merseyside"
L71	"Merseyside"
L72	"Merseyside"
L73	"Merseyside"
L74	"Merseyside"
L75	"Merseyside"
L8	"Merseyside"
L80	"Merseyside"
L9	"Merseyside"
LA1	"Lancashire"
LA10	"Cumbria"
LA10	"North Yorkshire"
LA11	"Cumbria"
LA12	"Cumbria"
LA13	"Cumbria"
LA14	"Cumbria"
LA15	"Cumbria"
LA16	"Cumbria"
LA17	"Cumbria"
LA18	"Cumbria"
LA19	"Cumbria"
LA2	"Lancashire"
LA2	"North Yorkshire"
LA20	"Cumbria"
LA21	"Cumbria"
LA22	"Cumbria"
LA23	"Cumbria"
LA3	"Lancashire"
LA4	"Lancashire"
LA5	"Cumbria"
LA5	"Lancashire"
LA6	"Cumbria"
LA6	"Lancashire"
LA6	"North Yorkshire"
LA7	"Cumbria"
LA7	"Lancashire"
LA8	"Cumbria"
LA9	"Cumbria"
LD7	"Shropshire"
LD8	"Herefordshire"
LE1	"Leicestershire"
LE10	"Leicestershire"
LE10	"Warwickshire"
LE11	"Leicestershire"
LE12	"Leicestershire"
LE12	"Nottinghamshire"
LE13	"Leicestershire"
LE14	"Leicestershire"
LE14	"Nottinghamshire"
LE15	"Leicestershire"
LE15	"Northamptonshire"
LE15	"Rutland"
LE16	"Leicestershire"
LE16	"Northamptonshire"
LE16	"Rutland"
LE17	"Leicestershire"
LE17	"Northamptonshire"
LE17	"Warwickshire"
LE18	"Leicestershire"
LE19	"Leicestershire"
LE2	"Leicestershire"
LE21	"Leicestershire"
LE3	"Leicestershire"
LE4	"Leicestershire"
LE41	"Leicestershire"
LE5	"Leicestershire"
LE55	"Leicestershire"
LE6	"Derbyshire"
LE6	"Leicestershire"
LE65	"Derbyshire"
LE65	"Leicestershire"
LE67	"Leicestershire"
LE7	"Leicestershire"
LE8	"Leicestershire"
LE87	"Leicestershire"
LE9	"Leicestershire"
LE94	"Leicestershire"
LE95	"Leicestershire"
LL14	"Shropshire"
LN1	"Lincolnshire"
LN1	"Nottinghamshire"
LN10	"Lincolnshire"
LN11	"Lincolnshire"
LN12	"Lincolnshire"
LN13	"Lincolnshire"
LN2	"Lincolnshire"
LN3	"Lincolnshire"
LN4	"Lincolnshire"
LN5	"Lincolnshire"
LN6	"Lincolnshire"
LN6	"Nottinghamshire"
LN7	"Lincolnshire"
LN8	"Lincolnshire"
LN9	"Lincolnshire"
LS1	"West Yorkshire"
LS10	"West Yorkshire"
LS11	"West Yorkshire"
LS12	"West Yorkshire"
LS13	"West Yorkshire"
LS14	"West Yorkshire"
LS15	"West Yorkshire"
LS16	"West Yorkshire"
LS17	"North Yorkshire"
LS17	"West Yorkshire"
LS18	"West Yorkshire"
LS19	"West Yorkshire"
LS2	"West Yorkshire"
LS20	"West Yorkshire"
LS21	"North Yorkshire"
LS21	"West Yorkshire"
LS22	"North Yorkshire"
LS22	"West Yorkshire"
LS23	"West Yorkshire"
LS24	"North Yorkshire"
LS24	"West Yorkshire"
LS25	"North Yorkshire"
LS25	"West Yorkshire"
LS26	"West Yorkshire"
LS27	"West Yorkshire"
LS28	"West Yorkshire"
LS29	"North Yorkshire"
LS29	"West Yorkshire"
LS3	"West Yorkshire"
LS4	"West Yorkshire"
LS5	"West Yorkshire"
LS6	"West Yorkshire"
LS7	"West Yorkshire"
LS8	"West Yorkshire"
LS88	"West Yorkshire"
LS9	"West Yorkshire"
LS98	"West Yorkshire"
LS99	"West Yorkshire"
LU1	"Bedfordshire"
LU1	"Hertfordshire"
LU2	"Bedfordshire"
LU2	"Hertfordshire"
LU3	"Bedfordshire"
LU4	"Bedfordshire"
LU5	"Bedfordshire"
LU6	"Bedfordshire"
LU6	"Buckinghamshire"
LU6	"Hertfordshire"
LU7	"Bedfordshire"
LU7	"Buckinghamshire"
LU95	"Bedfordshire"
M1	"Greater Manchester"
M10	"Greater Manchester"
M11	"Greater Manchester"
M12	"Greater Manchester"
M13	"Greater Manchester"
M14	"Greater Manchester"
M15	"Greater Manchester"
M16	"Greater Manchester"
M17	"Greater Manchester"
M18	"Greater Manchester"
M19	"Greater Manchester"
M2	"Greater Manchester"
M20	"Greater Manchester"
M21	"Greater Manchester"
M22	"Cheshire"
M22	"Greater Manchester"
M23	"Greater Manchester"
M24	"Greater Manchester"
M25	"Greater Manchester"
M26	"Greater Manchester"
M27	"Greater Manchester"
M28	"Greater Manchester"
M29	"Greater Manchester"
M3	"Greater Manchester"
M30	"Greater Manchester"
M31	"Greater Manchester"
M32	"Greater Manchester"
M33	"Greater Manchester"
M34	"Greater Manchester"
M35	"Greater Manchester"
M38	"Greater Manchester"
M4	"Greater Manchester"
M40	"Greater Manchester"
M41	"Greater Manchester"
M43	"Greater Manchester"
M44	"Greater Manchester"
M45	"Greater Manchester"
M46	"Greater Manchester"
M5	"Greater Manchester"
M50	"Greater Manchester"
M52	"Greater Manchester"
M6	"Greater Manchester"
M60	"Greater Manchester"
M61	"Greater Manchester"
M7	"Greater Manchester"
M8	"Greater Manchester"
M9	"Greater Manchester"
M90	"Greater Manchester"
M99	"Greater Manchester"
ME1	"Kent"
ME10	"Kent"
ME11	"Kent"
ME12	"Kent"
ME13	"Kent"
ME14	"Kent"
ME15	"Kent"
ME16	"Kent"
ME17	"Kent"
ME18	"Kent"
ME19	"Kent"
ME2	"Kent"
ME20	"Kent"
ME3	"Kent"
ME4	"Kent"
ME5	"Kent"
ME6	"Kent"
ME7	"Kent"
ME8	"Kent"
ME9	"Kent"
ME99	"Kent"
MK1	"Buckinghamshire"
MK10	"Buckinghamshire"
MK11	"Buckinghamshire"
MK12	"Buckinghamshire"
MK13	"Buckinghamshire"
MK14	"Buckinghamshire"
MK15	"Buckinghamshire"
MK16	"Buckinghamshire"
MK16	"Northamptonshire"
MK17	"Bedfordshire"
MK17	"Buckinghamshire"
MK18	"Buckinghamshire"
MK18	"Oxfordshire"
MK19	"Buckinghamshire"
MK19	"Northamptonshire"
MK2	"Buckinghamshire"
MK3	"Buckinghamshire"
MK4	"Buckinghamshire"
MK40	"Bedfordshire"
MK41	"Bedfordshire"
MK42	"Bedfordshire"
MK43	"Bedfordshire"
MK43	"Buckinghamshire"
MK44	"Bedfordshire"
MK44	"Cambridgeshire"
MK45	"Bedfordshire"
MK46	"Bedfordshire"
MK46	"Buckinghamshire"
MK5	"Buckinghamshire"
MK6	"Buckinghamshire"
MK7	"Buckinghamshire"
MK77	"Buckinghamshire"
MK8	"Buckinghamshire"
MK9	"Buckinghamshire"
MK98	"Buckinghamshire"
N1	"Greater London"
N10	"Greater London"
N11	"Greater London"
N12	"Greater London"
N13	"Greater London"
N14	"Greater London"
N15	"Greater London"
N16	"Greater London"
N17	"Greater London"
N18	"Greater London"
N19	"Greater London"
N1C	"Greater London"
N1P	"Greater London"
N2	"Greater London"
N20	"Greater London"
N21	"Greater London"
N22	"Greater London"
N3	"Greater London"
N4	"Greater London"
N5	"Greater London"
N6	"Greater London"
N7	"Greater London"
N8	"Greater London"
N81	"Greater London"
N9	"Greater London"
NE1	"Tyne and Wear"
NE10	"Tyne and Wear"
NE11	"Tyne and Wear"
NE12	"Tyne and Wear"
NE13	"Northumberland"
NE13	"Tyne and Wear"
NE15	"Northumberland"
NE15	"Tyne and Wear"
NE16	"County Durham"
NE16	"Tyne and Wear"
NE17	"County Durham"
NE17	"Northumberland"
NE17	"Tyne and Wear"
NE18	"Northumberland"
NE19	"Northumberland"
NE2	"Tyne and Wear"
NE20	"Northumberland"
NE20	"Tyne and Wear"
NE21	"Tyne and Wear"
NE22	"Northumberland"
NE23	"Northumberland"
NE23	"Tyne and Wear"
NE24	"Northumberland"
NE25	"Northumberland"
NE25	"Tyne and Wear"
NE26	"Northumberland"
NE26	"Tyne and Wear"
NE27	"Northumberland"
NE27	"Tyne and Wear"
NE28	"Tyne and Wear"
NE29	"Tyne and Wear"
NE3	"Tyne and Wear"
NE30	"Tyne and Wear"
NE31	"Tyne and Wear"
NE32	"Tyne and Wear"
NE33	"Tyne and Wear"
NE34	"Tyne and Wear"
NE35	"Tyne and Wear"
NE36	"Tyne and Wear"
NE37	"Tyne and Wear"
NE38	"County Durham"
NE38	"Tyne and Wear"
NE39	"County Durham"
NE39	"Tyne and Wear"
NE4	"Tyne and Wear"
NE40	"Tyne and Wear"
NE41	"Northumberland"
NE41	"Tyne and Wear"
NE42	"Northumberland"
NE42	"Tyne and Wear"
NE43	"Northumberland"
NE44	"Northumberland"
NE45	"Northumberland"
NE46	"Northumberland"
NE47	"Northumberland"
NE48	"Northumberland"
NE49	"Northumberland"
NE5	"Tyne and Wear"
NE6	"Tyne and Wear"
NE61	"Northumberland"
NE62	"Northumberland"
NE63	"Northumberland"
NE64	"Northumberland"
NE65	"Northumberland"
NE66	"Northumberland"
NE67	"Northumberland"
NE68	"Northumberland"
NE69	"Northumberland"
NE7	"Tyne and Wear"
NE70	"Northumberland"
NE71	"Northumberland"
NE8	"Tyne and Wear"
NE82	"Tyne and Wear"
NE83	"Tyne and Wear"
NE85	"Tyne and Wear"
NE88	"Tyne and Wear"
NE89	"Tyne and Wear"
NE9	"Tyne and Wear"
NE92	"Tyne and Wear"
NE98	"Tyne and Wear"
NE99	"Tyne and Wear"
NG1	"Nottinghamshire"
NG10	"Derbyshire"
NG10	"Leicestershire"
NG10	"Nottinghamshire"
NG11	"Nottinghamshire"
NG12	"Nottinghamshire"
NG13	"Leicestershire"
NG13	"Lincolnshire"
NG13	"Nottinghamshire"
NG14	"Nottinghamshire"
NG15	"Nottinghamshire"
NG16	"Derbyshire"
NG16	"Nottinghamshire"
NG17	"Nottinghamshire"
NG18	"Nottinghamshire"
NG19	"Derbyshire"
NG19	"Nottinghamshire"
NG2	"Nottinghamshire"
NG20	"Derbyshire"
NG20	"Nottinghamshire"
NG21	"Nottinghamshire"
NG22	"Nottinghamshire"
NG23	"Lincolnshire"
NG23	"Nottinghamshire"
NG24	"Nottinghamshire"
NG25	"Nottinghamshire"
NG3	"Nottinghamshire"
NG31	"Lincolnshire"
NG32	"Leicestershire"
NG32	"Lincolnshire"
NG33	"Leicestershire"
NG33	"Lincolnshire"
NG34	"Lincolnshire"
NG4	"Nottinghamshire"
NG5	"Nottinghamshire"
NG6	"Nottinghamshire"
NG7	"Nottinghamshire"
NG70	"Nottinghamshire"
NG8	"Nottinghamshire"
NG80	"Nottinghamshire"
NG9	"Derbyshire"
NG9	"Nottinghamshire"
NG90	"Nottinghamshire"
NN1	"Northamptonshire"
NN10	"Bedfordshire"
NN10	"Northamptonshire"
NN11	"Northamptonshire"
NN11	"Warwickshire"
NN12	"Buckinghamshire"
NN12	"Northamptonshire"
NN13	"Buckinghamshire"
NN13	"Northamptonshire"
NN13	"Oxfordshire"
NN14	"Northamptonshire"
NN15	"Northamptonshire"
NN16	"Northamptonshire"
NN17	"Northamptonshire"
NN18	"Northamptonshire"
NN2	"Northamptonshire"
NN29	"Bedfordshire"
NN29	"Northamptonshire"
NN3	"Northamptonshire"
NN4	"Northamptonshire"
NN5	"Northamptonshire"
NN6	"Leicestershire"
NN6	"Northamptonshire"
NN7	"Buckinghamshire"
NN7	"Northamptonshire"
NN8	"Bedfordshire"
NN8	"Buckinghamshire"
NN8	"Northamptonshire"
NN9	"Bedfordshire"
NN9	"Buckinghamshire"
NN9	"Northamptonshire"
NN99	"Northamptonshire"
NP16	"Gloucestershire"
NP25	"Gloucestershire"
NP25	"Herefordshire"
NP5	"Gloucestershire"
NP5	"Herefordshire"
NP6	"Gloucestershire"
NP7	"Herefordshire"
NR1	"Norfolk"
NR10	"Norfolk"
NR11	"Norfolk"
NR12	"Norfolk"
NR13	"Norfolk"
NR14	"Norfolk"
NR15	"Norfolk"
NR16	"Norfolk"
NR17	"Norfolk"
NR18	"Norfolk"
NR19	"Norfolk"
NR2	"Norfolk"
NR20	"Norfolk"
NR21	"Norfolk"
NR22	"Norfolk"
NR23	"Norfolk"
NR24	"Norfolk"
NR25	"Norfolk"
NR26	"Norfolk"
NR27	"Norfolk"
NR28	"Norfolk"
NR29	"Norfolk"
NR3	"Norfolk"
NR30	"Norfolk"
NR31	"Norfolk"
NR31	"Suffolk"
NR32	"Suffolk"
NR33	"Suffolk"
NR34	"Norfolk"
NR34	"Suffolk"
NR35	"Norfolk"
NR35	"Suffolk"
NR4	"Norfolk"
NR5	"Norfolk"
NR6	"Norfolk"
NR7	"Norfolk"
NR8	"Norfolk"
NR9	"Norfolk"
NR99	"Norfolk"
NW1	"Greater London"
NW10	"Greater London"
NW11	"Greater London"
NW1W	"Greater London"
NW2	"Greater London"
NW26	"Greater London"
NW3	"Greater London"
NW4	"Greater London"
NW5	"Greater London"
NW6	"Greater London"
NW7	"Greater London"
NW8	"Greater London"
NW9	"Greater London"
OL1	"Greater Manchester"
OL10	"Greater Manchester"
OL11	"Greater Manchester"
OL12	"Greater Manchester"
OL12	"Lancashire"
OL13	"Lancashire"
OL14	"Greater Manchester"
OL14	"Lancashire"
OL14	"West Yorkshire"
OL15	"Greater Manchester"
OL15	"West Yorkshire"
OL16	"Greater Manchester"
OL2	"Greater Manchester"
OL3	"Greater Manchester"
OL4	"Greater Manchester"
OL5	"Greater Manchester"
OL6	"Greater Manchester"
OL7	"Greater Manchester"
OL8	"Greater Manchester"
OL9	"Greater Manchester"
OL95	"Greater Manchester"
OX1	"Oxfordshire"
OX10	"Northamptonshire"
OX10	"Oxfordshire"
OX11	"Buckinghamshire"
OX11	"Oxfordshire"
OX12	"Berkshire"
OX12	"Oxfordshire"
OX13	"Oxfordshire"
OX14	"Buckinghamshire"
OX14	"Oxfordshire"
OX15	"Oxfordshire"
OX15	"Warwickshire"
OX16	"Northamptonshire"
OX16	"Oxfordshire"
OX17	"Northamptonshire"
OX17	"Oxfordshire"
OX17	"Warwickshire"
OX18	"Gloucestershire"
OX18	"Oxfordshire"
OX2	"Buckinghamshire"
OX2	"Oxfordshire"
OX20	"Oxfordshire"
OX25	"Oxfordshire"
OX26	"Oxfordshire"
OX27	"Buckinghamshire"
OX27	"Northamptonshire"
OX27	"Oxfordshire"
OX28	"Oxfordshire"
OX29	"Oxfordshire"
OX3	"Oxfordshire"
OX33	"Buckinghamshire"
OX33	"Oxfordshire"
OX39	"Buckinghamshire"
OX39	"Oxfordshire"
OX4	"Oxfordshire"
OX44	"Oxfordshire"
OX49	"Buckinghamshire"
OX49	"Oxfordshire"
OX5	"Buckinghamshire"
OX5	"Oxfordshire"
OX6	"Buckinghamshire"
OX6	"Oxfordshire"
OX7	"Gloucestershire"
OX7	"Oxfordshire"
OX7	"Warwickshire"
OX8	"Gloucestershire"
OX8	"Oxfordshire"
OX9	"Buckinghamshire"
OX9	"Oxfordshire"
PE1	"Cambridgeshire"
PE10	"Lincolnshire"
PE11	"Lincolnshire"
PE12	"Cambridgeshire"
PE12	"Lincolnshire"
PE13	"Cambridgeshire"
PE13	"Lincolnshire"
PE13	"Norfolk"
PE14	"Cambridgeshire"
PE14	"Lincolnshire"
PE14	"Norfolk"
PE15	"Cambridgeshire"
PE16	"Cambridgeshire"
PE17	"Cambridgeshire"
PE17	"Northamptonshire"
PE18	"Bedfordshire"
PE18	"Cambridgeshire"
PE19	"Bedfordshire"
PE19	"Cambridgeshire"
PE2	"Cambridgeshire"
PE20	"Lincolnshire"
PE21	"Lincolnshire"
PE22	"Lincolnshire"
PE23	"Lincolnshire"
PE24	"Lincolnshire"
PE25	"Lincolnshire"
PE26	"Cambridgeshire"
PE27	"Cambridgeshire"
PE28	"Bedfordshire"
PE28	"Cambridgeshire"
PE28	"Lincolnshire"
PE28	"Northamptonshire"
PE29	"Cambridgeshire"
PE3	"Cambridgeshire"
PE30	"Norfolk"
PE31	"Norfolk"
PE32	"Norfolk"
PE33	"Norfolk"
PE34	"Lincolnshire"
PE34	"Norfolk"
PE35	"Norfolk"
PE36	"Norfolk"
PE37	"Norfolk"
PE38	"Cambridgeshire"
PE38	"Norfolk"
PE4	"Cambridgeshire"
PE5	"Cambridgeshire"
PE6	"Cambridgeshire"
PE6	"Lincolnshire"
PE7	"Cambridgeshire"
PE8	"Cambridgeshire"
PE8	"Northamptonshire"
PE9	"Cambridgeshire"
PE9	"Lincolnshire"
PE9	"Northamptonshire"
PE9	"Rutland"
PE99	"Cambridgeshire"
PL1	"Devon"
PL10	"Cornwall"
PL11	"Cornwall"
PL12	"Cornwall"
PL13	"Cornwall"
PL14	"Cornwall"
PL15	"Cornwall"
PL15	"Devon"
PL16	"Cornwall"
PL16	"Devon"
PL17	"Cornwall"
PL17	"Devon"
PL18	"Cornwall"
PL18	"Devon"
PL19	"Devon"
PL2	"Devon"
PL20	"Devon"
PL21	"Devon"
PL22	"Cornwall"
PL23	"Cornwall"
PL24	"Cornwall"
PL25	"Cornwall"
PL26	"Cornwall"
PL27	"Cornwall"
PL28	"Cornwall"
PL29	"Cornwall"
PL3	"Devon"
PL30	"Cornwall"
PL31	"Cornwall"
PL32	"Cornwall"
PL33	"Cornwall"
PL34	"Cornwall"
PL35	"Cornwall"
PL4	"Devon"
PL5	"Devon"
PL6	"Devon"
PL7	"Devon"
PL8	"Devon"
PL9	"Devon"
PL95	"Devon"
PO1	"Hampshire"
PO10	"Hampshire"
PO10	"West Sussex"
PO11	"Hampshire"
PO12	"Hampshire"
PO13	"Hampshire"
PO14	"Hampshire"
PO15	"Hampshire"
PO16	"Hampshire"
PO17	"Hampshire"
PO18	"West Sussex"
PO19	"West Sussex"
PO2	"Hampshire"
PO20	"West Sussex"
PO21	"West Sussex"
PO22	"West Sussex"
PO3	"Hampshire"
PO30	"Isle of Wight"
PO31	"Isle of Wight"
PO32	"Isle of Wight"
PO33	"Isle of Wight"
PO34	"Isle of Wight"
